description,Gear,Source,Mgmt_area,Sex,year,age,mean_length,sd_length,n
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2004,10,64.5,4.4,19
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2004,11,65.1,5,13
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2004,12,61.8,5.9,6
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2004,13,69.3,8.1,3
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2004,14,63.5,2.1,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2004,15,83,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2004,16,86,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2004,17,77,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2004,24,78,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2004,34,73,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2006,2,48,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2006,3,51.2,2.1,10
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2006,4,52,4.5,11
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2006,5,59.2,6.8,11
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2006,6,62.8,4.9,25
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2006,7,66.7,5.2,31
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2006,8,65.4,6,35
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2006,9,66.9,5.6,27
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2006,10,66.4,5.4,23
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2006,11,67.1,6.1,21
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2006,12,70.4,5.2,8
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2006,13,68.8,9.7,6
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2006,14,69.8,4.4,4
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2006,15,71.5,3.5,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2006,18,74,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2006,24,72,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2006,25,76,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2006,35,73,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2006,37,65,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2007,3,53.4,1.8,6
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2007,4,53.7,3.9,26
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2007,5,57.3,5.7,35
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2007,6,60.4,5.7,24
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2007,7,61.5,5.7,35
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2007,8,66,4.8,29
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2007,9,65.2,6.7,21
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2007,10,65.9,6.3,27
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2007,11,66.7,7.9,10
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2007,12,64.7,5.5,12
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2007,13,67.8,5.4,8
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2007,14,71,1,3
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2007,15,79,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2007,16,69,8.2,3
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2007,17,74,1.4,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2007,22,75,5.7,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2007,32,79,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,3,48.8,4.1,6
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,4,54,5.7,9
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,5,58.7,4.4,16
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,6,60.1,6.3,16
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,7,61.6,4.8,21
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,8,65.5,7.2,27
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,9,65.7,5.7,35
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,10,68.7,5.9,28
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,11,69.2,4.1,21
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,12,67.3,6.1,24
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,13,66.8,6,6
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,14,67.8,0.5,4
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,15,70,6,9
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,16,68.8,6.5,5
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,17,74.2,9.3,4
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,18,71.3,7.1,3
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,23,68,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,25,71,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,28,78,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,29,87,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,30,73,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,38,83,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2008,48,67,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2009,3,45.8,5.9,4
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2009,4,54.2,4.2,11
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2009,5,52.8,5.4,13
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2009,6,59.2,4.8,12
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2009,7,60.4,5,17
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2009,8,60.6,3.7,21
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2009,9,62,4.4,16
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2009,10,62.9,4.1,16
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2009,11,66.4,5,25
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2009,12,66.6,6.1,19
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2009,13,68.3,5.2,14
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2009,14,71.2,4.1,11
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2009,15,67.7,3.6,9
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2009,16,68.2,5.6,6
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2009,17,68.8,4.1,5
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2009,19,77,7.8,4
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2009,20,68,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2009,21,73.8,6,4
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2009,22,67,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2009,23,68,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2010,2,45.5,3,4
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2010,3,47.4,3.3,26
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2010,4,48.9,4.4,38
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2010,5,50.9,5.8,41
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2010,6,58.3,6.8,30
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2010,7,58.7,7.8,22
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2010,8,61.3,7.7,18
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2010,9,64.7,5.7,14
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2010,10,68.8,5.4,14
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2010,11,68,3.8,7
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2010,12,69.5,3,8
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2010,13,71.6,5,10
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2010,14,76,18.4,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2010,15,71,2.8,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2010,16,76,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2010,17,69.3,0.6,3
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2010,18,65,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2010,21,71,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2010,23,62,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2011,3,53.5,2.8,33
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2011,4,54.6,3.8,68
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2011,5,54.6,3.2,82
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2011,6,57.6,5.5,61
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2011,7,59.5,6.6,19
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2011,8,59.2,5.1,11
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2011,9,63.6,4.9,12
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2011,10,63.6,7.5,9
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2011,11,70,0,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2011,12,64.6,8.6,5
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2011,13,71,6.1,6
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2011,14,71.8,3.9,4
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2011,15,73,9.6,7
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2011,16,76.2,10.3,4
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2011,17,73,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2011,18,68.5,3.7,4
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2011,20,75.5,0.7,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2011,21,73,1.4,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2011,22,65,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2011,24,78,5.6,3
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2011,25,74,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2012,2,45.8,2,13
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2012,3,50.3,4.6,16
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2012,4,57,4.7,51
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2012,5,58.6,4.1,96
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2012,6,60.3,4.5,72
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2012,7,60.3,3.2,29
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2012,8,61.1,6.9,15
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2012,9,63.7,6.4,9
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2012,10,67.5,5.9,11
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2012,11,66.4,5.6,5
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2012,12,71.4,4.8,9
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2012,13,74.5,4.9,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2012,14,74.7,8,6
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2012,15,74.5,7.8,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2012,16,73,4.6,3
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2012,17,72.6,3.7,5
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2012,18,84,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2012,24,65,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2012,34,63,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2013,3,53.9,2.3,8
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2013,4,54,3.1,29
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2013,5,57.6,4.8,34
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2013,6,60.2,4.9,42
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2013,7,61,3.9,28
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2013,8,60.9,3.3,23
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2013,9,60.1,4,12
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2013,10,64.3,9.3,3
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2013,11,66.5,2.1,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2013,12,71,4.7,5
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2013,13,73.7,1.5,3
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2013,14,78,4.2,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2013,15,67,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2013,18,75,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2013,19,75,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2013,21,81,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2013,24,91,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2013,27,75,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2014,3,45,8.5,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2014,4,54.4,5.8,28
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2014,5,57.6,4.4,81
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2014,6,60.5,4.7,72
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2014,7,62.5,4.9,38
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2014,8,61.5,4.8,24
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2014,9,63.9,6,10
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2014,10,66,3.6,4
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2014,11,71.7,3.1,3
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2014,12,70.2,4.2,4
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2014,13,69.5,7.8,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2014,14,71,5.7,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2014,15,49,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2014,17,64,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2014,18,66.5,7.8,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2014,27,67,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2014,35,80,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2015,2,49,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2015,3,50.2,3.4,12
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2015,4,55.3,6.2,14
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2015,5,58,5.1,35
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2015,6,62.3,3.9,42
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2015,7,62.2,4.7,22
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2015,8,63.9,6.1,20
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2015,9,62.9,4.9,11
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2015,10,65.2,4.5,6
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2015,11,64,2.6,10
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2015,12,67.5,6.2,4
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2015,13,58,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2015,14,71.3,3.1,3
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2015,15,66,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2015,16,75,7.2,3
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2015,17,77,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2015,22,69,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2015,32,67,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2015,36,101,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2016,2,48.8,3.7,13
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2016,3,52.7,5.3,73
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2016,4,56.2,5.2,100
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2016,5,59.2,4.6,88
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2016,6,60.3,4.3,50
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2016,7,63.2,4.3,36
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2016,8,64.9,5.6,29
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2016,9,65.4,3.3,18
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2016,10,67.5,3.7,10
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2016,11,67.8,4.2,12
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2016,12,71.8,5.6,8
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2016,13,79,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2016,14,72,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2016,16,76,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2016,17,70.7,15.3,3
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2016,18,83.5,0.7,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2016,22,81,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2016,40,64,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2017,2,47.7,4.7,10
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2017,3,48.5,4.8,25
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2017,4,54.9,5.9,61
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2017,5,59,5.1,80
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2017,6,60.2,5.2,43
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2017,7,61.6,5.5,21
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2017,8,62.1,6,11
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2017,9,64.6,3.2,5
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2017,10,67.9,4.3,7
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2017,11,67.7,2.5,3
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2017,12,70,5.3,4
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2017,13,65,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2017,14,74.5,3.5,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2017,17,81,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2017,21,53.5,3.5,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2017,24,86,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2018,2,43.3,2.4,7
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2018,3,49.6,5.4,59
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2018,4,54.6,6,74
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2018,5,58.5,5.5,66
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2018,6,60.6,4.8,63
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2018,7,61.5,5.5,43
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2018,8,62,4.1,18
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2018,9,66.3,6.1,10
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2018,10,65.3,3.6,6
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2018,11,68.3,3.2,3
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2018,12,72.5,7.8,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2018,13,73,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2018,15,82.7,9.1,3
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2018,16,70,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2018,17,73.3,1.2,3
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2018,19,81,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,2,45.2,4.6,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,3,46.4,2.2,4
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,4,53,2.8,16
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,5,51.4,3.5,31
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,6,53.3,3.8,32
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,7,52.6,3.9,12
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,8,53.1,4.3,14
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,9,54.2,2.4,8
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,10,54.8,5.7,7
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,11,59.1,3.6,23
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,12,59.2,2.6,10
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,13,60.3,3.2,10
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,14,62.6,4,8
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,15,59.8,2.3,7
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,16,59.6,3.3,6
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,17,62.6,3.7,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,18,64.5,2.8,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,19,62.2,1.1,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,20,55.5,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,21,66.3,3.7,5
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,22,59.8,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,23,63.4,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,24,70.3,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,26,58.8,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,27,62.2,1.1,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,28,62.9,0.1,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,29,70.8,11.1,2
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,30,63.3,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,31,66.8,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,32,66.5,4.5,3
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,33,67,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,37,68.3,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,38,69.6,7.1,3
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,40,62,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,41,65.8,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1988,42,70.2,NA,1
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1989,3,55.2,2.2,4
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1989,4,55.2,1.6,4
lengthageby_gear_source_area_year_sex,Longline,Survey,SSEI,Male,1989,5,54.6,3.8,12
